# Output data, time:
0
-1	0.00247262
-0.95	0.00333481
-0.9	0.00449627
-0.85	0.0060598
-0.8	0.00816257
-0.75	0.0109869
-0.7	0.014774
-0.65	0.0198403
-0.6	0.026597
-0.55	0.0355712
-0.5	0.0474259
-0.45	0.0629734
-0.4	0.0831728
-0.35	0.109097
-0.3	0.141851
-0.25	0.182426
-0.2	0.231475
-0.15	0.289051
-0.0999998	0.354344
-0.0499998	0.425558
1.56462e-07	0.5
0.0500002	0.574443
0.1	0.645657
0.15	0.71095
0.2	0.768525
0.25	0.817575
0.3	0.858149
0.35	0.890903
0.4	0.916827
0.45	0.937027
0.5	0.952574
0.55	0.964429
0.6	0.973403
0.65	0.98016
0.7	0.985226
0.75	0.989013
0.8	0.991837
0.85	0.99394
0.9	0.995504
0.95	0.996665
1	0.997527
1.05	0.998167
1.1	0.998641
1.15	0.998993
1.2	0.999254
1.25	0.999447
1.3	0.99959
1.35	0.999697
1.4	0.999775
1.45	0.999833
1.5	0.999877
1.55	0.999909
1.6	0.999932
1.65	0.99995
1.7	0.999963
1.75	0.999972
1.8	0.99998
1.85	0.999985
1.9	0.999989
1.95	0.999992
2	0.999994
2.05	0.999995
2.1	0.999997
2.15	0.999997
2.2	0.999998
2.25	0.999999
2.3	0.999999
2.35	0.999999
2.4	0.999999
2.45	1
2.5	1
2.55	1
2.6	1
2.65	1
2.7	1
2.75	1
2.8	1
2.85	1
2.9	1
2.95	1
3	1
3.05	1
3.1	1
3.15	1
3.2	1
3.25	1
3.3	1
3.35	1
3.4	1
3.45	1
3.5	1
3.55	1
3.6	1
3.65	1
3.7	1
3.75	1
3.8	1
3.85	1
3.9	1
3.95	1
4	1
4.05	1
4.1	1
4.15	1
4.2	1
4.25	1
4.3	1
4.35	1
4.4	1
4.45	1
4.5	1
4.55	1
4.6	1
4.65	1
4.7	1
4.75	1
4.8	1
4.85	1
4.9	1
4.95	1
5	1
5.05	1
5.1	1
5.15	1
5.2	1
5.25	1
5.3	1
5.35	1
5.4	1
5.45	1
5.5	1
5.55	1
5.6	1
5.65	1
5.7	1
5.75	1
5.8	1
5.85	1
5.9	1
5.95	1
6	1
6.05	1
6.10001	1
6.15001	1
6.20001	1
6.25001	1
6.30001	1
6.35001	1
6.40001	1
6.45001	1
6.50001	1
6.55001	1
6.60001	1
6.65001	1
6.70001	1
6.75001	1
6.80001	1
6.85001	1
6.90001	1
6.95001	1
7.00001	1
7.05001	1
7.10001	1
7.15001	1
7.20001	1
7.25001	1
7.30001	1
7.35001	1
7.40001	1
7.45001	1
7.50001	1
7.55001	1
7.60001	1
7.65001	1
7.70001	1
7.75001	1
7.80001	1
7.85001	1
7.90001	1
7.95001	1
8.00001	1
8.05001	1
8.10001	1
8.15001	1
8.20001	1
8.25001	1
8.30001	1
8.35001	1
8.40001	1
8.45001	1
8.50001	1
8.55001	1
8.60001	1
8.65001	1
8.70002	1
8.75002	1
8.80002	1
8.85002	1
8.90002	1
8.95002	1
9.00002	1
9.05002	1
9.10002	1
9.15002	1
9.20002	1
9.25002	1
9.30002	1
9.35002	1
9.40002	1
9.45002	1
9.50002	1
9.55002	1
9.60002	1
9.65002	1
9.70002	1
9.75002	1
9.80002	1
9.85002	1
9.90002	1
9.95002	1
